path,split,class,width,height,md5,source_root
archive/seg_train/seg_train/buildings/0.jpg,train_raw,buildings,150,150,96bffbc78c172412ea735e9c654794d2,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10006.jpg,train_raw,buildings,150,150,e5c6d11cd56819ccffaedcec416b665a,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/1001.jpg,train_raw,buildings,150,150,0b67dcb47fefd82ec7caa639daee4b73,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10014.jpg,train_raw,buildings,150,150,61c4f6b97194e0566334bd7cce858854,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10018.jpg,train_raw,buildings,150,150,fc2d7bb4d6d62f83524a662ce2573941,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10029.jpg,train_raw,buildings,150,150,1d61c24a6cd417932e197076dca0914f,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10032.jpg,train_raw,buildings,150,150,9e334437154fc6fdf02d09347c3c1a45,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10056.jpg,train_raw,buildings,150,150,2f96e92b4db94f07af3b26b743e9b188,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/1009.jpg,train_raw,buildings,150,150,4477b3bd5559ca3ef61a25b3e1fcf59d,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10113.jpg,train_raw,buildings,150,150,11cfccbd3bbd814a0dce237bfaa28825,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/1012.jpg,train_raw,buildings,150,150,c41a153e9eea5f843f1c9f7b087d33bf,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10126.jpg,train_raw,buildings,150,150,23920a1010573836e5bb259a30af9062,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10144.jpg,train_raw,buildings,150,150,787a86ef75140bfc3b702baba1ffb6b5,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10151.jpg,train_raw,buildings,150,150,bf9602d8a3b8950755b63ef026d00611,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10161.jpg,train_raw,buildings,150,150,980a773cc9f4935827da4e3cf6e1652f,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10165.jpg,train_raw,buildings,150,150,3c86d211a7095f04642fe35ed2058946,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10176.jpg,train_raw,buildings,150,150,844d7a1ef2570b4bd72d52b49002bdf4,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10184.jpg,train_raw,buildings,150,150,68f73b64d2896703b9ca41d798ce6de5,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10185.jpg,train_raw,buildings,150,150,b02e2efb2d3fca3fcb83af0fb8dc0376,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10191.jpg,train_raw,buildings,150,150,440804025f4804600112ab46f5419191,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10196.jpg,train_raw,buildings,150,150,940db16027d90fadc51f23606206d28f,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10198.jpg,train_raw,buildings,150,150,ba1995e2593ae35ab15525346bff79cc,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10205.jpg,train_raw,buildings,150,150,20eaba905438c1c153a1ff447a9547a5,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10210.jpg,train_raw,buildings,150,150,fe6ccc71210aa01f4c213f9552349da0,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10228.jpg,train_raw,buildings,150,150,e25ec8102be4866393158c49ddb11054,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10231.jpg,train_raw,buildings,150,150,085c30e31be0e578d493e9a96eb60e70,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10251.jpg,train_raw,buildings,150,150,bd359d60bca928a568664b60a02a563d,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10252.jpg,train_raw,buildings,150,150,65c6dcde3919e96e15854e67a12f0d04,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10257.jpg,train_raw,buildings,150,150,f8f6773d349eefdcd615e3e62b84e27e,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10266.jpg,train_raw,buildings,150,150,ab18c15aa9f309bf64fa182dfcdfd14d,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10278.jpg,train_raw,buildings,150,150,defc33785f448241efb4c82748cfe58b,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/1028.jpg,train_raw,buildings,150,150,d42b05e397a0b319b07d97e544f2fc07,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10295.jpg,train_raw,buildings,150,150,5b7c90ba8bf0df47c7f1d6b095c343ec,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10303.jpg,train_raw,buildings,150,150,829c44aa9a570377c771d53bf90814ae,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10306.jpg,train_raw,buildings,150,150,a2a9c1904523ad10f91fbc2c4f0f30c0,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10310.jpg,train_raw,buildings,150,150,8398921aff70305ea1d09a72848b710c,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10312.jpg,train_raw,buildings,150,150,ea9dde15301218fb7872e1a1e539d7fa,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10316.jpg,train_raw,buildings,150,150,c8380306442a5e367fc6aa8d5d219cec,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10318.jpg,train_raw,buildings,150,150,d34216996b15c84c42b4d1e7c2f45644,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10328.jpg,train_raw,buildings,150,150,1a36f29d54ba75c841d7ba2f09e477e7,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10350.jpg,train_raw,buildings,150,150,3062180ddfa4e1e0e6e2de8c11bd8052,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10357.jpg,train_raw,buildings,150,150,0e2e6abec79592a679d54114fa7051b2,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10362.jpg,train_raw,buildings,150,150,d813e03fe677a2ebc3b48967cc8a1d84,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10367.jpg,train_raw,buildings,150,150,51d99be921a9f4a993731a4fda12e85f,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10374.jpg,train_raw,buildings,150,150,315eb7908a59033a3d05610d6a6e609c,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10383.jpg,train_raw,buildings,150,150,e546fd56a12cdf21e61dac5e839d180e,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10402.jpg,train_raw,buildings,150,150,dac8deec8bd5688b955179a8941bd66f,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/1041.jpg,train_raw,buildings,150,150,76a5b8c6968e128246866ad611ab8c4e,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10421.jpg,train_raw,buildings,150,150,c20ced408a7437880a2d10de4321ad4a,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/10444.jpg,train_raw,buildings,150,150,cb2582d737e6e97d1a75d7435b710175,archive/seg_train/seg_train
archive/seg_train/seg_train/buildings/1045.jpg,train_raw,buildings,150,150,17900643aaa67f33a506502819ab4bbf,archive/seg_train/seg_train
